pl_name,habitable
Kepler-920 b,no (missing values)
Kepler-920 c,no (missing values)
Kepler-921 b,no (missing values)
Kepler-922 b,no (missing values)
Kepler-923 b,no (missing values)
Kepler-924 b,no (missing values)
Kepler-925 b,no (missing values)
Kepler-926 b,no (missing values)
Kepler-927 b,no (missing values)
Kepler-928 b,no (missing values)
Kepler-929 b,no (missing values)
Kepler-93 b,no (not in CHZ)
Kepler-93 c,no (missing values)
Kepler-930 b,no (missing values)
Kepler-931 b,no (missing values)
Kepler-932 b,no (missing values)
Kepler-933 b,no (missing values)
Kepler-934 b,no (missing values)
Kepler-935 b,no (missing values)
Kepler-936 b,no (missing values)
Kepler-937 b,no (missing values)
Kepler-937 c,no (missing values)
Kepler-938 b,no (missing values)
Kepler-939 b,no (missing values)
Kepler-94 b,no (not in CHZ)
Kepler-94 c,no (missing values)
Kepler-940 b,no (missing values)
Kepler-941 b,no (missing values)
Kepler-942 b,no (missing values)
Kepler-943 b,no (missing values)
Kepler-944 b,no (missing values)
Kepler-945 b,no (missing values)
Kepler-946 b,no (missing values)
Kepler-947 b,no (missing values)
Kepler-948 b,no (missing values)
Kepler-949 b,no (missing values)
Kepler-95 b,no (not in CHZ)
Kepler-950 b,no (missing values)
Kepler-951 b,no (missing values)
Kepler-952 b,no (missing values)
Kepler-953 b,no (missing values)
Kepler-953 c,no (missing values)
Kepler-954 b,no (missing values)
Kepler-955 b,no (missing values)
Kepler-956 b,no (missing values)
Kepler-957 b,no (missing values)
Kepler-958 b,no (missing values)
Kepler-959 b,no (missing values)
Kepler-96 b,no (not in CHZ)
Kepler-960 b,no (missing values)
Kepler-961 b,no (missing values)
Kepler-962 b,no (missing values)
Kepler-963 b,no (missing values)
Kepler-964 b,no (missing values)
Kepler-965 b,no (missing values)
Kepler-966 b,no (missing values)
Kepler-967 b,no (missing values)
Kepler-967 c,no (missing values)
Kepler-968 b,no (missing values)
Kepler-968 c,no (missing values)
Kepler-969 b,no (missing values)
Kepler-969 c,no (missing values)
Kepler-97 b,no (not in CHZ)
Kepler-97 c,no (missing values)
Kepler-970 b,no (missing values)
Kepler-971 b,no (missing values)
Kepler-972 b,no (missing values)
Kepler-973 b,no (missing values)
Kepler-974 b,no (missing values)
Kepler-975 b,no (missing values)
Kepler-976 b,no (missing values)
Kepler-977 b,no (missing values)
Kepler-978 b,no (missing values)
Kepler-979 b,no (missing values)
Kepler-98 b,no (not in CHZ)
Kepler-980 b,no (missing values)
Kepler-981 b,no (missing values)
Kepler-982 b,no (missing values)
Kepler-983 b,no (missing values)
Kepler-984 b,no (missing values)
Kepler-985 b,no (missing values)
Kepler-986 b,no (missing values)
Kepler-987 b,no (missing values)
Kepler-988 b,no (missing values)
Kepler-989 b,no (missing values)
Kepler-99 b,no (not in CHZ)
Kepler-990 b,no (missing values)
Kepler-990 c,no (missing values)
Kepler-991 b,no (missing values)
Kepler-992 b,no (missing values)
Kepler-993 b,no (missing values)
Kepler-994 b,no (missing values)
Kepler-995 b,no (missing values)
Kepler-996 b,no (missing values)
Kepler-997 b,no (missing values)
Kepler-998 b,no (missing values)
Kepler-999 b,no (missing values)
L 168-9 b,no (not in CHZ)
L 98-59 b,no (not in CHZ)
L 98-59 c,no (not in CHZ)
L 98-59 d,no (not in CHZ)
L 98-59 e,no (missing values)
LHS 1140 b,no (not in CHZ)
LHS 1140 c,no (not in CHZ)
LHS 1478 b,no (missing values)
LHS 1678 b,no (not in CHZ)
LHS 1678 c,no (not in CHZ)
LHS 1815 b,no (missing values)
LHS 3844 b,no (missing values)
LP 714-47 b,no (not in CHZ)
LP 791-18 b,no (missing values)
LP 791-18 c,no (missing values)
LSPM J2116+0234 b,no (missing values)
LTT 1445 A b,no (missing values)
LTT 1445 A c,no (missing values)
LTT 3780 b,no (not in CHZ)
LTT 3780 c,no (not in CHZ)
LTT 9779 b,no (not in CHZ)
LkCa 15 b,no (missing values)
LkCa 15 c,no (missing values)
Lupus-TR-3 b,no (missing values)
MASCARA-1 b,no (not in CHZ)
MASCARA-4 b,no (missing values)
MOA-2007-BLG-192L b,no (missing values)
MOA-2007-BLG-400L b,no (missing values)
MOA-2008-BLG-310L b,no (missing values)
MOA-2008-BLG-379L b,no (missing values)
MOA-2009-BLG-266L b,no (missing values)
MOA-2009-BLG-319L b,no (missing values)
MOA-2009-BLG-387L b,no (missing values)
MOA-2010-BLG-073L b,no (missing values)
MOA-2010-BLG-117L b,no (missing values)
MOA-2010-BLG-328L b,no (missing values)
MOA-2010-BLG-353L b,no (missing values)
MOA-2010-BLG-477L b,no (missing values)
MOA-2011-BLG-028L b,no (missing values)
MOA-2011-BLG-262L b,no (missing values)
MOA-2011-BLG-291L b,no (missing values)
MOA-2011-BLG-293L b,no (missing values)
MOA-2011-BLG-322L b,no (missing values)
MOA-2012-BLG-006L b,no (missing values)
MOA-2012-BLG-505L b,no (missing values)
MOA-2013-BLG-220L b,no (missing values)
MOA-2013-BLG-605L b,no (missing values)
MOA-2015-BLG-337L b,no (missing values)
MOA-2016-BLG-227L b,no (missing values)
MOA-2016-BLG-319L b,no (missing values)
MOA-bin-1L b,no (missing values)
MOA-bin-29 b,no (missing values)
MXB 1658-298 b,no (missing values)
NGC 2682 Sand 364 b,no (missing values)
NGC 2682 Sand 978 b,no (missing values)
NGC 2682 YBP 1194 b,no (missing values)
NGC 2682 YBP 1514 b,no (missing values)
NGC 2682 YBP 401 b,no (missing values)
NGTS-1 b,no (missing values)
NGTS-10 b,no (missing values)
NGTS-11 b,no (missing values)
NGTS-12 b,no (missing values)
NGTS-13 b,no (not in CHZ)
NGTS-14 A b,no (missing values)
NGTS-15 b,no (missing values)
NGTS-16 b,no (missing values)
NGTS-17 b,no (missing values)
NGTS-18 b,no (missing values)
NGTS-2 b,no (missing values)
NGTS-3 A b,no (missing values)
NGTS-4 b,no (missing values)
NGTS-5 b,no (missing values)
NGTS-6 b,no (not in CHZ)
NGTS-8 b,no (missing values)
NGTS-9 b,no (missing values)
NN Ser c,no (missing values)
NN Ser d,no (missing values)
NSVS 14256825 b,no (missing values)
NY Vir b,no (missing values)
NY Vir c,no (missing values)
OGLE-2003-BLG-235L b,no (missing values)
OGLE-2005-BLG-071L b,no (missing values)
OGLE-2005-BLG-169L b,no (missing values)
OGLE-2005-BLG-390L b,no (missing values)
OGLE-2006-BLG-109L b,no (missing values)
OGLE-2006-BLG-109L c,no (missing values)
OGLE-2007-BLG-349L AB c,no (missing values)
OGLE-2007-BLG-368L b,no (missing values)
OGLE-2008-BLG-092L b,no (missing values)
OGLE-2008-BLG-355L b,no (missing values)
OGLE-2011-BLG-0173L b,no (missing values)
OGLE-2011-BLG-0251L b,no (missing values)
OGLE-2011-BLG-0265L b,no (missing values)
OGLE-2012-BLG-0026L b,no (missing values)
OGLE-2012-BLG-0026L c,no (missing values)
OGLE-2012-BLG-0358L b,no (missing values)
OGLE-2012-BLG-0406L b,no (missing values)
OGLE-2012-BLG-0563L b,no (missing values)
OGLE-2012-BLG-0724L b,no (missing values)
OGLE-2012-BLG-0838L b,no (missing values)
OGLE-2012-BLG-0950L b,no (missing values)
OGLE-2013-BLG-0102L b,no (missing values)
OGLE-2013-BLG-0132L b,no (missing values)
OGLE-2013-BLG-0341L B b,no (missing values)
OGLE-2013-BLG-0911L b,no (missing values)
OGLE-2013-BLG-1721L b,no (missing values)
OGLE-2013-BLG-1761L b,no (missing values)
OGLE-2014-BLG-0124L b,no (missing values)
OGLE-2014-BLG-0319L b,no (missing values)
OGLE-2014-BLG-0676L b,no (missing values)
OGLE-2014-BLG-1722L b,no (missing values)
OGLE-2014-BLG-1722L c,no (missing values)
OGLE-2014-BLG-1760L b,no (missing values)
OGLE-2015-BLG-0051L b,no (missing values)
OGLE-2015-BLG-0954L b,no (missing values)
OGLE-2015-BLG-0966L b,no (missing values)
OGLE-2015-BLG-1649L b,no (missing values)
OGLE-2015-BLG-1670L b,no (missing values)
OGLE-2015-BLG-1771L b,no (missing values)
OGLE-2016-BLG-0263L b,no (missing values)
OGLE-2016-BLG-0613L AB b,no (missing values)
OGLE-2016-BLG-1067L b,no (missing values)
OGLE-2016-BLG-1190L b,no (missing values)
OGLE-2016-BLG-1195L b,no (missing values)
OGLE-2016-BLG-1227L b,no (missing values)
OGLE-2017-BLG-0173L b,no (missing values)
OGLE-2017-BLG-0373L b,no (missing values)
OGLE-2017-BLG-0406L b,no (missing values)
OGLE-2017-BLG-0482L b,no (missing values)
OGLE-2017-BLG-0604L b,no (missing values)
OGLE-2017-BLG-1049L b,no (missing values)
OGLE-2017-BLG-1099L b,no (missing values)
OGLE-2017-BLG-1140L b,no (missing values)
OGLE-2017-BLG-1375L b,no (missing values)
OGLE-2017-BLG-1434L b,no (missing values)
OGLE-2017-BLG-1522L b,no (missing values)
OGLE-2018-BLG-0383L b,no (missing values)
OGLE-2018-BLG-0532L b,no (missing values)
OGLE-2018-BLG-0567L b,no (missing values)
OGLE-2018-BLG-0596L b,no (missing values)
OGLE-2018-BLG-0677L b,no (missing values)
OGLE-2018-BLG-0740L b,no (missing values)
OGLE-2018-BLG-0962L b,no (missing values)
OGLE-2018-BLG-1011L b,no (missing values)
OGLE-2018-BLG-1011L c,no (missing values)
OGLE-2018-BLG-1185L b,no (missing values)
OGLE-2018-BLG-1269L b,no (missing values)
OGLE-2018-BLG-1428L b,no (missing values)
OGLE-2018-BLG-1700L b,no (missing values)
OGLE-2019-BLG-0299L b,no (missing values)
OGLE-2019-BLG-0304L b,no (missing values)
OGLE-2019-BLG-0954L b,no (missing values)
OGLE-2019-BLG-0960L b,no (missing values)
OGLE-TR-10 b,no (not in CHZ)
OGLE-TR-111 b,no (not in CHZ)
OGLE-TR-113 b,no (not in CHZ)
OGLE-TR-132 b,no (not in CHZ)
OGLE-TR-182 b,no (missing values)
OGLE-TR-211 b,no (missing values)
OGLE-TR-56 b,no (not in CHZ)
OGLE2-TR-L9 b,no (missing values)
Oph 11 b,no (missing values)
PDS 70 b,no (missing values)
PDS 70 c,no (missing values)
PH1 b,no (missing values)
PH2 b,no (missing values)
POTS-1 b,no (missing values)
PSR B0329+54 b,no (missing values)
PSR B1257+12 b,no (missing values)
PSR B1257+12 c,no (missing values)
PSR B1257+12 d,no (missing values)
PSR B1620-26 b,no (missing values)
PSR J1719-1438 b,no (missing values)
PSR J2322-2650 b,no (missing values)
Pr0201 b,no (missing values)
Pr0211 b,no (missing values)
Pr0211 c,no (missing values)
Proxima Cen b,no (missing values)
Qatar-1 b,no (not in CHZ)
Qatar-10 b,no (not in CHZ)
Qatar-2 b,no (not in CHZ)
Qatar-3 b,no (not in CHZ)
Qatar-4 b,no (not in CHZ)
Qatar-5 b,no (not in CHZ)
Qatar-6 b,no (missing values)
Qatar-7 b,no (not in CHZ)
Qatar-8 b,no (not in CHZ)
Qatar-9 b,no (not in CHZ)
ROXs 12 b,no (missing values)
ROXs 42 B b,no (missing values)
RR Cae b,no (missing values)
Ross 128 b,no (missing values)
Ross 458 c,no (missing values)
SR 12 AB c,no (missing values)
SWEEPS-11 b,no (missing values)
SWEEPS-4 b,no (missing values)
TAP 26 b,no (missing values)
TCP J05074264+2447555 b,no (missing values)
TIC 172900988 b,no (missing values)
TIC 237913194 b,no (not in CHZ)
TIC 257060897 b,no (not in CHZ)
TOI-1062 b,no (missing values)
TOI-1062 c,no (missing values)
TOI-1064 b,no (not in CHZ)
TOI-1064 c,no (not in CHZ)
TOI-1075 b,no (missing values)
TOI-1130 b,no (missing values)
TOI-1130 c,no (not in CHZ)
TOI-1201 b,no (not in CHZ)
TOI-122 b,no (missing values)
TOI-1227 b,no (missing values)
TOI-1231 b,no (not in CHZ)
TOI-1235 b,no (not in CHZ)
TOI-1246 b,no (missing values)
TOI-1246 c,no (missing values)
TOI-1246 d,no (missing values)
TOI-1246 e,no (missing values)
TOI-125 b,no (not in CHZ)
TOI-125 c,no (not in CHZ)
TOI-125 d,no (not in CHZ)
TOI-1259 A b,no (missing values)
TOI-1260 b,no (not in CHZ)
TOI-1260 c,no (not in CHZ)
TOI-1266 b,no (missing values)
TOI-1266 c,no (missing values)
TOI-1268 b,no (missing values)
TOI-1278 b,no (not in CHZ)
TOI-1296 b,no (not in CHZ)
TOI-1298 b,no (not in CHZ)
TOI-132 b,no (not in CHZ)
TOI-1333 b,no (not in CHZ)
TOI-1338 b,no (missing values)
TOI-1411 b,no (missing values)
TOI-1431 b,no (not in CHZ)
TOI-1442 b,no (missing values)
TOI-1444 b,no (missing values)
TOI-1444 c,no (missing values)
TOI-1478 b,no (not in CHZ)
TOI-150.01,no (not in CHZ)
TOI-1518 b,no (missing values)
TOI-157 b,no (not in CHZ)
TOI-1601 b,no (not in CHZ)
TOI-163 b,no (not in CHZ)
TOI-1634 b,no (not in CHZ)
TOI-1670 b,no (missing values)
TOI-1670 c,no (missing values)
TOI-1685 b,no (not in CHZ)
TOI-169 b,no (not in CHZ)
TOI-1693 b,no (missing values)
TOI-1696 b,no (not in CHZ)
TOI-1710 b,no (missing values)
TOI-172 b,no (not in CHZ)
TOI-1728 b,no (not in CHZ)
TOI-1749 b,no (missing values)
TOI-1749 c,no (missing values)
TOI-1749 d,no (missing values)
TOI-1759 b,no (not in CHZ)
TOI-178 b,no (missing values)
TOI-178 c,no (missing values)
TOI-178 d,no (missing values)
TOI-178 e,no (missing values)
TOI-178 f,no (missing values)
TOI-178 g,no (missing values)
TOI-1789 b,no (missing values)
TOI-1807 b,no (missing values)
TOI-1842 b,no (missing values)
TOI-1860 b,no (missing values)
TOI-1899 b,no (missing values)
TOI-201 b,no (missing values)
TOI-206 b,no (missing values)
TOI-2076 b,no (missing values)
TOI-2076 c,no (missing values)
TOI-2076 d,no (missing values)
TOI-2109 b,no (missing values)
TOI-2136 b,no (not in CHZ)
TOI-216.01,no (missing values)
TOI-216.02,no (missing values)
TOI-2180 b,no (failed Keplerian)
TOI-2184 b,no (missing values)
TOI-220 b,no (missing values)
TOI-2202 b,no (missing values)
TOI-2202 c,no (missing values)
TOI-2257 b,no (missing values)
TOI-2260 b,no (missing values)
TOI-2285 b,no (missing values)
TOI-2337 b,no (missing values)
TOI-237 b,no (missing values)
TOI-2406 b,no (missing values)
TOI-2411 b,no (missing values)
TOI-2427 b,no (missing values)
TOI-2445 b,no (missing values)
TOI-251 b,no (missing values)
TOI-257 b,no (not in CHZ)
TOI-2669 b,no (missing values)
TOI-269 b,no (missing values)
TOI-270 b,no (not in CHZ)
TOI-270 c,no (not in CHZ)
TOI-270 d,no (not in CHZ)
TOI-3362 b,no (missing values)
TOI-421 b,no (missing values)
TOI-421 c,no (missing values)
TOI-431 b,no (missing values)
TOI-431 c,no (missing values)
TOI-431 d,no (missing values)
TOI-4329 b,no (missing values)
TOI-451 b,no (missing values)
TOI-451 c,no (missing values)
TOI-451 d,no (missing values)
TOI-481 b,no (missing values)
TOI-500 b,no (missing values)
TOI-500 c,no (missing values)
TOI-500 d,no (missing values)
TOI-500 e,no (missing values)
TOI-519 b,no (missing values)
TOI-530 b,no (not in CHZ)
TOI-532 b,no (not in CHZ)
TOI-540 b,no (missing values)
TOI-544 b,no (missing values)
TOI-558 b,no (not in CHZ)
TOI-559 b,no (not in CHZ)
TOI-561 b,no (not in CHZ)
TOI-561 c,no (not in CHZ)
TOI-561 d,no (missing values)
TOI-561 e,no (missing values)
TOI-561 f,no (not in CHZ)
TOI-564 b,no (not in CHZ)
TOI-620 b,no (missing values)
TOI-628 b,no (not in CHZ)
TOI-640 b,no (not in CHZ)
TOI-674 b,no (not in CHZ)
TOI-677 b,no (missing values)
TOI-700 b,no (missing values)
TOI-700 c,no (missing values)
TOI-700 d,no (missing values)
TOI-763 b,no (missing values)
TOI-763 c,no (missing values)
TOI-776 b,no (not in CHZ)
TOI-776 c,no (not in CHZ)
TOI-813 b,no (missing values)
TOI-824 b,no (missing values)
TOI-833 b,no (missing values)
TOI-837 b,no (missing values)
TOI-849 b,no (missing values)
TOI-892 b,no (missing values)
TOI-905 b,no (not in CHZ)
TOI-942 b,no (missing values)
TOI-942 c,no (missing values)
TOI-954 b,no (not in CHZ)
TRAPPIST-1 b,no (not in CHZ)
TRAPPIST-1 c,no (not in CHZ)
TRAPPIST-1 d,no (not in CHZ)
TRAPPIST-1 e,no (not in CHZ)
TRAPPIST-1 f,no (not in CHZ)
TRAPPIST-1 g,no (not in CHZ)
TRAPPIST-1 h,no (not in CHZ)
TYC 0434-04538-1 b,no (missing values)
TYC 1422-614-1 b,no (missing values)
TYC 1422-614-1 c,no (missing values)
TYC 2187-512-1 b,no (missing values)
TYC 3318-01333-1 b,no (missing values)
TYC 3667-1280-1 b,no (missing values)
TYC 4282-00605-1 b,no (missing values)
TYC 8998-760-1 b,no (missing values)
TYC 8998-760-1 c,no (missing values)
Teegarden's Star b,no (missing values)
Teegarden's Star c,no (missing values)
TrES-1 b,no (not in CHZ)
TrES-2 b,no (not in CHZ)
TrES-3 b,no (not in CHZ)
TrES-4 b,no (not in CHZ)
TrES-5 b,no (missing values)
UKIRT-2017-BLG-001L b,no (missing values)
USco CTIO 108 b,no (missing values)
USco1556 b,no (missing values)
USco1621 b,no (missing values)
UZ For b,no (missing values)
UZ For c,no (missing values)
V0391 Peg b,no (missing values)
V1298 Tau b,no (missing values)
V1298 Tau c,no (missing values)
V1298 Tau d,no (missing values)
V1298 Tau e,no (missing values)
V830 Tau b,no (missing values)
VHS J125601.92-125723.9 b,no (missing values)
WASP-1 b,no (not in CHZ)
WASP-10 b,no (missing values)
WASP-100 b,no (not in CHZ)
WASP-101 b,no (missing values)
WASP-103 b,no (not in CHZ)
WASP-104 b,no (missing values)
WASP-105 b,no (missing values)
WASP-106 b,no (missing values)
WASP-107 b,no (not in CHZ)
WASP-107 c,no (missing values)
WASP-11 b,no (not in CHZ)
WASP-110 b,no (missing values)
WASP-113 b,no (missing values)
WASP-114 b,no (missing values)
WASP-117 b,no (not in CHZ)
WASP-118 b,no (missing values)
WASP-119 b,no (not in CHZ)
WASP-12 b,no (not in CHZ)
WASP-120 b,no (missing values)
WASP-121 b,no (not in CHZ)
WASP-123 b,no (missing values)
WASP-124 b,no (missing values)
WASP-126 b,no (not in CHZ)
WASP-126 c,no (missing values)
WASP-127 b,no (not in CHZ)
WASP-129 b,no (missing values)
WASP-13 b,no (missing values)
WASP-130 b,no (missing values)
WASP-131 b,no (missing values)
WASP-132 b,no (missing values)
WASP-133 b,no (missing values)
WASP-135 b,no (missing values)
WASP-136 b,no (missing values)
WASP-138 b,no (missing values)
WASP-139 b,no (missing values)
WASP-14 b,no (missing values)
WASP-140 b,no (missing values)
WASP-141 b,no (missing values)
WASP-142 b,no (missing values)
WASP-144 b,no (missing values)
WASP-145 A b,no (missing values)
WASP-147 b,no (missing values)
WASP-148 b,no (missing values)
WASP-148 c,no (missing values)
WASP-15 b,no (not in CHZ)
WASP-150 b,no (missing values)
WASP-151 b,no (missing values)
WASP-153 b,no (missing values)
WASP-156 b,no (missing values)
WASP-157 b,no (not in CHZ)
WASP-158 b,no (missing values)
WASP-159 b,no (missing values)
WASP-16 b,no (missing values)
WASP-160 B b,no (missing values)
WASP-161 b,no (missing values)
WASP-162 b,no (missing values)
WASP-163 b,no (missing values)
WASP-164 b,no (missing values)
WASP-165 b,no (missing values)
WASP-166 b,no (missing values)
WASP-167 b,no (missing values)
WASP-168 b,no (missing values)
WASP-169 b,no (missing values)
WASP-17 b,no (not in CHZ)
WASP-170 b,no (missing values)
WASP-171 b,no (missing values)
WASP-172 b,no (missing values)
WASP-173 A b,no (not in CHZ)
WASP-174 b,no (not in CHZ)
WASP-175 b,no (missing values)
WASP-176 b,no (missing values)
WASP-177 b,no (missing values)
WASP-178 b,no (not in CHZ)
WASP-18 b,no (not in CHZ)
WASP-18 c,no (missing values)
WASP-180 A b,no (missing values)
WASP-181 b,no (missing values)
WASP-182 b,no (missing values)
WASP-183 b,no (missing values)
WASP-184 b,no (missing values)
WASP-185 b,no (missing values)
WASP-186 b,no (missing values)
WASP-187 b,no (missing values)
WASP-189 b,no (missing values)
WASP-19 b,no (not in CHZ)
WASP-190 b,no (missing values)
WASP-192 b,no (missing values)
WASP-2 b,no (not in CHZ)
WASP-20 b,no (missing values)
WASP-21 b,no (not in CHZ)
WASP-22 b,no (missing values)
WASP-23 b,no (missing values)
WASP-24 b,no (missing values)
WASP-25 b,no (missing values)
WASP-26 b,no (missing values)
WASP-28 b,no (missing values)
WASP-29 b,no (missing values)
WASP-3 b,no (not in CHZ)
WASP-31 b,no (not in CHZ)
WASP-32 b,no (missing values)
WASP-33 b,no (not in CHZ)
WASP-34 b,no (missing values)
WASP-35 b,no (missing values)
WASP-36 b,no (missing values)
WASP-37 b,no (not in CHZ)
WASP-38 b,no (missing values)
WASP-39 b,no (not in CHZ)
WASP-4 b,no (not in CHZ)
WASP-41 b,no (missing values)
WASP-41 c,no (missing values)
WASP-42 b,no (missing values)
WASP-43 b,no (not in CHZ)
WASP-44 b,no (not in CHZ)
WASP-45 b,no (not in CHZ)
WASP-46 b,no (missing values)
WASP-47 b,no (not in CHZ)
WASP-47 c,no (missing values)
WASP-47 d,no (not in CHZ)
WASP-47 e,no (not in CHZ)
WASP-48 b,no (missing values)
WASP-49 b,no (missing values)
WASP-5 b,no (not in CHZ)
WASP-50 b,no (missing values)
WASP-52 b,no (not in CHZ)
WASP-53 b,no (not in CHZ)
WASP-53 c,no (missing values)
WASP-54 b,no (missing values)
WASP-55 b,no (not in CHZ)
WASP-56 b,no (missing values)
WASP-57 b,no (missing values)
WASP-58 b,no (not in CHZ)
WASP-59 b,no (missing values)
WASP-6 b,no (not in CHZ)
WASP-60 b,no (missing values)
WASP-61 b,no (missing values)
WASP-62 b,no (not in CHZ)
WASP-63 b,no (missing values)
WASP-64 b,no (not in CHZ)
WASP-65 b,no (missing values)
WASP-66 b,no (missing values)
WASP-67 b,no (missing values)
WASP-68 b,no (not in CHZ)
WASP-69 b,no (missing values)
WASP-7 b,no (missing values)
WASP-70 A b,no (missing values)
WASP-71 b,no (missing values)
WASP-72 b,no (not in CHZ)
WASP-73 b,no (not in CHZ)
WASP-74 b,no (missing values)
WASP-75 b,no (not in CHZ)
WASP-76 b,no (missing values)
WASP-77 A b,no (not in CHZ)
WASP-78 b,no (missing values)
WASP-79 b,no (missing values)
WASP-8 b,no (missing values)
WASP-8 c,no (missing values)
WASP-80 b,no (missing values)
WASP-81 b,no (not in CHZ)
WASP-82 b,no (missing values)
WASP-83 b,no (missing values)
WASP-84 b,no (missing values)
WASP-85 A b,no (missing values)
WASP-87 b,no (missing values)
WASP-88 b,no (missing values)
WASP-89 b,no (missing values)
WASP-90 b,no (missing values)
WASP-91 b,no (missing values)
WASP-92 b,no (missing values)
WASP-93 b,no (missing values)
WASP-94 A b,no (missing values)
WASP-94 B b,no (missing values)
WASP-95 b,no (missing values)
WASP-96 b,no (missing values)
WASP-97 b,no (missing values)
WASP-98 b,no (missing values)
WASP-99 b,no (missing values)
WD 0806-661 b,no (missing values)
WD 1856+534 b,no (missing values)
WISEP J121756.91+162640.2 A b,no (missing values)
WTS-1 b,no (missing values)
WTS-2 b,no (missing values)
Wendelstein-1 b,no (missing values)
Wendelstein-2 b,no (missing values)
Wolf 1061 b,no (missing values)
Wolf 1061 c,no (missing values)
Wolf 1061 d,no (missing values)
Wolf 503 b,no (missing values)
XO-1 b,no (not in CHZ)
XO-2 N b,no (not in CHZ)
XO-2 S b,no (missing values)
XO-2 S c,no (missing values)
XO-3 b,no (not in CHZ)
XO-4 b,no (missing values)
XO-5 b,no (not in CHZ)
XO-6 b,no (missing values)
XO-7 b,no (missing values)
YSES 2 b,no (missing values)
YZ Cet b,no (missing values)
YZ Cet c,no (missing values)
YZ Cet d,no (missing values)
alf Ari b,no (missing values)
alf Tau b,no (missing values)
b Cen AB b,no (missing values)
bet Cnc b,no (missing values)
bet Pic b,no (missing values)
bet Pic c,no (missing values)
bet UMi b,no (missing values)
eps CrB b,no (missing values)
eps Eri b,no (missing values)
eps Ind A b,no (missing values)
eps Tau b,no (missing values)
gam 1 Leo b,no (missing values)
gam Cep b,no (missing values)
gam Lib b,no (missing values)
gam Lib c,no (missing values)
gam Psc b,no (missing values)
iot Dra b,no (missing values)
iot Dra c,no (missing values)
kap And b,no (missing values)
kap CrB b,no (missing values)
mu Leo b,no (missing values)
nu Oph b,no (missing values)
nu Oph c,no (missing values)
ome Ser b,no (missing values)
omi CrB b,no (missing values)
omi UMa b,no (missing values)
pi Men c,no (not in CHZ)
pi Men d,no (missing values)
psi 1 Dra B b,no (missing values)
rho CrB b,no (missing values)
rho CrB c,no (missing values)
tau Boo b,no (missing values)
tau Cet e,no (missing values)
tau Cet f,no (missing values)
tau Cet g,no (missing values)
tau Cet h,no (missing values)
tau Gem b,no (missing values)
ups And b,no (missing values)
ups And c,no (missing values)
ups And d,no (missing values)
ups Leo b,no (missing values)
xi Aql b,no (missing values)
